date,clawhub_cumulative_skills_published,clawhub_total_skills_snapshot,clawhub_total_installs_alltime_snapshot,clawhub_total_downloads_alltime_snapshot,evomap_total_nodes,evomap_total_assets,evomap_promoted_assets,moltbook_human_verified,moltbook_total_registered,olas_gnosis_daily_active_agents,olas_mode_daily_active_agents,olas_total_daily_active_agents,langgraph_pypi_downloads,langgraph_github_stars_cumulative,crewai_pypi_downloads,crewai_github_stars_cumulative,agent_framework_pypi_downloads,agent_framework_github_stars_cumulative,n8n_npm_downloads,n8n_github_stars_cumulative,smithery_total_servers,robinhood_chain_transactions_count,robinhood_chain_total_addresses,robinhood_chain_total_transactions,robinhood_chain_total_blocks
2024-09-02,,,,,,,,,,101,0,101,,,,,,,,,,,,,
2024-09-03,,,,,,,,,,102,0,102,,,,,,,,,,,,,
2024-09-04,,,,,,,,,,103,0,103,,,,,,,,,,,,,
2024-09-05,,,,,,,,,,117,0,117,,,,,,,,,,,,,
2024-09-06,,,,,,,,,,112,0,112,,,,,,,,,,,,,
2024-09-07,,,,,,,,,,100,0,100,,,,,,,,,,,,,
2024-09-08,,,,,,,,,,106,0,106,,,,,,,,,,,,,
2024-09-09,,,,,,,,,,123,0,123,,,,,,,,,,,,,
2024-09-10,,,,,,,,,,125,0,125,,,,,,,,,,,,,
2024-09-11,,,,,,,,,,128,0,128,,,,,,,,,,,,,
2024-09-12,,,,,,,,,,127,0,127,,,,,,,,,,,,,
2024-09-13,,,,,,,,,,129,0,129,,,,,,,,,,,,,
2024-09-14,,,,,,,,,,117,0,117,,,,,,,,,,,,,
2024-09-15,,,,,,,,,,103,0,103,,,,,,,,,,,,,
2024-09-16,,,,,,,,,,130,0,130,,,,,,,,,,,,,
2024-09-17,,,,,,,,,,126,0,126,,,,,,,,,,,,,
2024-09-18,,,,,,,,,,122,0,122,,,,,,,,,,,,,
2024-09-19,,,,,,,,,,127,0,127,,,,,,,,,,,,,
2024-09-20,,,,,,,,,,140,0,140,,,,,,,,,,,,,
2024-09-21,,,,,,,,,,126,0,126,,,,,,,,,,,,,
2024-09-22,,,,,,,,,,125,0,125,,,,,,,,,,,,,
2024-09-23,,,,,,,,,,149,0,149,,,,,,,,,,,,,
2024-09-24,,,,,,,,,,167,0,167,,,,,,,,,,,,,
2024-09-25,,,,,,,,,,175,0,175,,,,,,,,,,,,,
2024-09-26,,,,,,,,,,175,0,175,,,,,,,,,,,,,
2024-09-27,,,,,,,,,,165,0,165,,,,,,,,,,,,,
2024-09-28,,,,,,,,,,140,0,140,,,,,,,,,,,,,
2024-09-29,,,,,,,,,,146,0,146,,,,,,,,,,,,,
2024-09-30,,,,,,,,,,156,0,156,,,,,,,,,,,,,
2024-10-01,,,,,,,,,,156,0,156,,,,,,,,,,,,,
2024-10-02,,,,,,,,,,164,0,164,,,,,,,,,,,,,
2024-10-03,,,,,,,,,,164,0,164,,,,,,,,,,,,,
2024-10-04,,,,,,,,,,175,0,175,,,,,,,,,,,,,
2024-10-05,,,,,,,,,,147,0,147,,,,,,,,,,,,,
2024-10-06,,,,,,,,,,154,0,154,,,,,,,,,,,,,
2024-10-07,,,,,,,,,,165,0,165,,,,,,,,,,,,,
2024-10-08,,,,,,,,,,183,0,183,,,,,,,,,,,,,
2024-10-09,,,,,,,,,,174,0,174,,,,,,,,,,,,,
2024-10-10,,,,,,,,,,199,0,199,,,,,,,,,,,,,
2024-10-11,,,,,,,,,,177,0,177,,,,,,,,,,,,,
2024-10-12,,,,,,,,,,166,0,166,,,,,,,,,,,,,
2024-10-13,,,,,,,,,,168,0,168,,,,,,,,,,,,,
2024-10-14,,,,,,,,,,172,0,172,,,,,,,,,,,,,
2024-10-15,,,,,,,,,,172,0,172,,,,,,,,,,,,,
2024-10-16,,,,,,,,,,178,0,178,,,,,,,,,,,,,
2024-10-17,,,,,,,,,,169,0,169,,,,,,,,,,,,,
2024-10-18,,,,,,,,,,196,0,196,,,,,,,,,,,,,
2024-10-19,,,,,,,,,,188,0,188,,,,,,,,,,,,,
2024-10-20,,,,,,,,,,180,0,180,,,,,,,,,,,,,
2024-10-21,,,,,,,,,,200,0,200,,,,,,,,,,,,,
2024-10-22,,,,,,,,,,204,0,204,,,,,,,,,,,,,
2024-10-23,,,,,,,,,,239,0,239,,,,,,,,,,,,,
2024-10-24,,,,,,,,,,259,0,259,,,,,,,,,,,,,
2024-10-25,,,,,,,,,,263,0,263,,,,,,,,,,,,,
2024-10-26,,,,,,,,,,264,0,264,,,,,,,,,,,,,
2024-10-27,,,,,,,,,,269,0,269,,,,,,,,,,,,,
2024-10-28,,,,,,,,,,253,0,253,,,,,,,,,,,,,
2024-10-29,,,,,,,,,,264,0,264,,,,,,,,,,,,,
2024-10-30,,,,,,,,,,318,0,318,,,,,,,,,,,,,
2024-10-31,,,,,,,,,,302,0,302,,,,,,,,,,,,,
2024-11-01,,,,,,,,,,301,0,301,,,,,,,,,,,,,
2024-11-02,,,,,,,,,,289,0,289,,,,,,,,,,,,,
2024-11-03,,,,,,,,,,277,0,277,,,,,,,,,,,,,
2024-11-04,,,,,,,,,,301,0,301,,,,,,,,,,,,,
2024-11-05,,,,,,,,,,312,0,312,,,,,,,,,,,,,
2024-11-06,,,,,,,,,,316,0,316,,,,,,,,,,,,,
2024-11-07,,,,,,,,,,297,1,298,,,,,,,,,,,,,
2024-11-08,,,,,,,,,,275,0,275,,,,,,,,,,,,,
2024-11-09,,,,,,,,,,298,0,298,,,,,,,,,,,,,
2024-11-10,,,,,,,,,,310,0,310,,,,,,,,,,,,,
2024-11-11,,,,,,,,,,314,0,314,,,,,,,,,,,,,
2024-11-12,,,,,,,,,,369,0,369,,,,,,,,,,,,,
2024-11-13,,,,,,,,,,324,0,324,,,,,,,,,,,,,
2024-11-14,,,,,,,,,,333,0,333,,,,,,,,,,,,,
2024-11-15,,,,,,,,,,336,1,337,,,,,,,,,,,,,
2024-11-16,,,,,,,,,,332,0,332,,,,,,,,,,,,,
2024-11-17,,,,,,,,,,267,0,267,,,,,,,,,,,,,
2024-11-18,,,,,,,,,,349,1,350,,,,,,,,,,,,,
2024-11-19,,,,,,,,,,356,1,357,,,,,,,,,,,,,
2024-11-20,,,,,,,,,,337,1,338,,,,,,,,,,,,,
2024-11-21,,,,,,,,,,380,2,382,,,,,,,,,,,,,
2024-11-22,,,,,,,,,,345,2,347,,,,,,,,,,,,,
2024-11-23,,,,,,,,,,318,0,318,,,,,,,,,,,,,
2024-11-24,,,,,,,,,,318,1,319,,,,,,,,,,,,,
2024-11-25,,,,,,,,,,355,1,356,,,,,,,,,,,,,
2024-11-26,,,,,,,,,,347,1,348,,,,,,,,,,,,,
2024-11-27,,,,,,,,,,344,2,346,,,,,,,,,,,,,
2024-11-28,,,,,,,,,,355,1,356,,,,,,,,,,,,,
2024-11-29,,,,,,,,,,346,2,348,,,,,,,,,,,,,
2024-11-30,,,,,,,,,,319,2,321,,,,,,,,,,,,,
2024-12-01,,,,,,,,,,326,2,328,,,,,,,,,,,,,
2024-12-02,,,,,,,,,,343,2,345,,,,,,,,,,,,,
2024-12-03,,,,,,,,,,357,2,359,,,,,,,,,,,,,
2024-12-04,,,,,,,,,,352,2,354,,,,,,,,,,,,,
2024-12-05,,,,,,,,,,499,1,500,,,,,,,,,,,,,
2024-12-06,,,,,,,,,,501,2,503,,,,,,,,,,,,,
2024-12-07,,,,,,,,,,481,2,483,,,,,,,,,,,,,
2024-12-08,,,,,,,,,,485,1,486,,,,,,,,,,,,,
2024-12-09,,,,,,,,,,481,2,483,,,,,,,,,,,,,
2024-12-10,,,,,,,,,,490,3,493,,,,,,,,,,,,,
2024-12-11,,,,,,,,,,504,3,507,,,,,,,,,,,,,
2024-12-12,,,,,,,,,,493,2,495,,,,,,,,,,,,,
2024-12-13,,,,,,,,,,499,0,499,,,,,,,,,,,,,
2024-12-14,,,,,,,,,,479,0,479,,,,,,,,,,,,,
2024-12-15,,,,,,,,,,498,0,498,,,,,,,,,,,,,
2024-12-16,,,,,,,,,,514,0,514,,,,,,,,,,,,,
2024-12-17,,,,,,,,,,501,0,501,,,,,,,,,,,,,
2024-12-18,,,,,,,,,,499,0,499,,,,,,,,,,,,,
2024-12-19,,,,,,,,,,509,0,509,,,,,,,,,,,,,
2024-12-20,,,,,,,,,,493,1,494,,,,,,,,,,,,,
2024-12-21,,,,,,,,,,493,1,494,,,,,,,,,,,,,
2024-12-22,,,,,,,,,,473,0,473,,,,,,,,,,,,,
2024-12-23,,,,,,,,,,490,0,490,,,,,,,,,,,,,
2024-12-24,,,,,,,,,,496,1,497,,,,,,,,,,,,,
2024-12-25,,,,,,,,,,485,0,485,,,,,,,,,,,,,
2024-12-26,,,,,,,,,,498,0,498,,,,,,,,,,,,,
2024-12-27,,,,,,,,,,503,0,503,,,,,,,,,,,,,
2024-12-28,,,,,,,,,,476,0,476,,,,,,,,,,,,,
2024-12-29,,,,,,,,,,482,0,482,,,,,,,,,,,,,
2024-12-30,,,,,,,,,,493,0,493,,,,,,,,,,,,,
2024-12-31,,,,,,,,,,484,1,485,,,,,,,,,,,,,
2025-01-01,,,,,,,,,,491,0,491,,,,,,,,,,,,,
2025-01-02,,,,,,,,,,504,1,505,,,,,,,,,,,,,
2025-01-03,,,,,,,,,,501,1,502,,,,,,,,,,,,,
2025-01-04,,,,,,,,,,481,2,483,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,484,0,484,,,,,,,,,,,,,
2025-01-06,,,,,,,,,,504,0,504,,,,,,,,,,,,,
2025-01-07,,,,,,,,,,494,2,496,,,,,,,,,,,,,
2025-01-08,,,,,,,,,,501,2,503,,,,,,,,,,,,,
2025-01-09,,,,,,,,,,505,2,507,,,,,,,,,,,,,
2025-01-10,,,,,,,,,,494,0,494,,,,,,,,,,,,,
2025-01-11,,,,,,,,,,484,0,484,,,,,,,,,,,,,
2025-01-12,,,,,,,,,,493,0,493,,,,,,,,,,,,,
2025-01-13,,,,,,,,,,492,2,494,,,,,,,,,,,,,
2025-01-14,,,,,,,,,,484,1,485,,,,,,,,,,,,,
2025-01-15,,,,,,,,,,482,3,485,,,,,,,,,,,,,
2025-01-16,,,,,,,,,,478,2,480,,,,,,,,,,,,,
2025-01-17,,,,,,,,,,480,2,482,,,,,,,,,,,,,
2025-01-18,,,,,,,,,,472,0,472,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,483,0,483,,,,,,,,,,,,,
2025-01-20,,,,,,,,,,492,1,493,,,,,,,,,,,,,
2025-01-21,,,,,,,,,,489,2,491,,,,,,,,,,,,,
2025-01-22,,,,,,,,,,491,1,492,,,,,,,,,,,,,
2025-01-23,,,,,,,,,,500,4,504,,,,,,,,,,,,,
2025-01-24,,,,,,,,,,498,4,502,,,,,,,,,,,,,
2025-01-25,,,,,,,,,,482,2,484,,,,,,,,,,,,,
2025-01-26,,,,,,,,,,474,3,477,,,,,,,,,,,,,
2025-01-27,,,,,,,,,,484,4,488,,,,,,,,,,,,,
2025-01-28,,,,,,,,,,494,5,499,,,,,,,,,,,,,
2025-01-29,,,,,,,,,,476,4,480,,,,,,,,,,,,,
2025-01-30,,,,,,,,,,489,5,494,,,,,,,,,,,,,
2025-01-31,,,,,,,,,,481,5,486,,,,,,,,,,,,,
2025-02-01,,,,,,,,,,482,2,484,,,,,,,,,,,,,
2025-02-02,,,,,,,,,,466,3,469,,,,,,,,,,,,,
2025-02-03,,,,,,,,,,494,4,498,,,,,,,,,,,,,
2025-02-04,,,,,,,,,,475,7,482,,,,,,,,,,,,,
2025-02-05,,,,,,,,,,485,9,494,,,,,,,,,,,,,
2025-02-06,,,,,,,,,,502,6,508,,,,,,,,,,,,,
2025-02-07,,,,,,,,,,482,5,487,,,,,,,,,,,,,
2025-02-08,,,,,,,,,,454,6,460,,,,,,,,,,,,,
2025-02-09,,,,,,,,,,454,6,460,,,,,,,,,,,,,
2025-02-10,,,,,,,,,,473,6,479,,,,,,,,,,,,,
2025-02-11,,,,,,,,,,484,9,493,,,,,,,,,,,,,
2025-02-12,,,,,,,,,,473,6,479,,,,,,,,,,,,,
2025-02-13,,,,,,,,,,487,9,496,,,,,,,,,,,,,
2025-02-14,,,,,,,,,,485,13,498,,,,,,,,,,,,,
2025-02-15,,,,,,,,,,473,7,480,,,,,,,,,,,,,
2025-02-16,,,,,,,,,,474,8,482,,,,,,,,,,,,,
2025-02-17,,,,,,,,,,486,14,500,,,,,,,,,,,,,
2025-02-18,,,,,,,,,,479,15,494,,,,,,,,,,,,,
2025-02-19,,,,,,,,,,480,13,493,,,,,,,,,,,,,
2025-02-20,,,,,,,,,,484,13,497,,,,,,,,,,,,,
2025-02-21,,,,,,,,,,475,12,487,,,,,,,,,,,,,
2025-02-22,,,,,,,,,,460,8,468,,,,,,,,,,,,,
2025-02-23,,,,,,,,,,461,6,467,,,,,,,,,,,,,
2025-02-24,,,,,,,,,,559,13,572,,,,,,,,,,,,,
2025-02-25,,,,,,,,,,547,14,561,,,,,,,,,,,,,
2025-02-26,,,,,,,,,,529,14,543,,,,,,,,,,,,,
2025-02-27,,,,,,,,,,518,13,531,,,,,,,,,,,,,
2025-02-28,,,,,,,,,,539,14,553,,,,,,,,,,,,,
2025-03-01,,,,,,,,,,538,12,550,,,,,,,,,,,,,
2025-03-02,,,,,,,,,,535,15,550,,,,,,,,,,,,,
2025-03-03,,,,,,,,,,555,21,576,,,,,,,,,,,,,
2025-03-04,,,,,,,,,,550,18,568,,,,,,,,,,,,,
2025-03-05,,,,,,,,,,552,16,568,,,,,,,,,,,,,
2025-03-06,,,,,,,,,,547,16,563,,,,,,,,,,,,,
2025-03-07,,,,,,,,,,555,19,574,,,,,,,,,,,,,
2025-03-08,,,,,,,,,,562,15,577,,,,,,,,,,,,,
2025-03-09,,,,,,,,,,531,15,546,,,,,,,,,,,,,
2025-03-10,,,,,,,,,,550,22,572,,,,,,,,,,,,,
2025-03-11,,,,,,,,,,549,19,568,,,,,,,,,,,,,
2025-03-12,,,,,,,,,,544,21,565,,,,,,,,,,,,,
2025-03-13,,,,,,,,,,546,20,566,,,,,,,,,,,,,
2025-03-14,,,,,,,,,,539,23,562,,,,,,,,,,,,,
2025-03-15,,,,,,,,,,532,14,546,,,,,,,,,,,,,
2025-03-16,,,,,,,,,,530,16,546,,,,,,,,,,,,,
2025-03-17,,,,,,,,,,521,20,541,,,,,,,,,,,,,
2025-03-18,,,,,,,,,,514,20,534,,,,,,,,,,,,,
2025-03-19,,,,,,,,,,535,18,553,,,,,,,,,,,,,
2025-03-20,,,,,,,,,,530,16,546,,,,,,,,,,,,,
2025-03-21,,,,,,,,,,525,13,538,,,,,,,,,,,,,
2025-03-22,,,,,,,,,,521,12,533,,,,,,,,,,,,,
2025-03-23,,,,,,,,,,519,16,535,,,,,,,,,,,,,
2025-03-24,,,,,,,,,,532,17,549,,,,,,,,,,,,,
2025-03-25,,,,,,,,,,530,18,548,,,,,,,,,,,,,
2025-03-26,,,,,,,,,,592,22,614,,,,,,,,,,,,,
2025-03-27,,,,,,,,,,634,15,649,,,,,,,,,,,,,
2025-03-28,,,,,,,,,,625,16,641,,,,,,,,,,,,,
2025-03-29,,,,,,,,,,617,17,634,,,,,,,,,,,,,
2025-03-30,,,,,,,,,,623,15,638,,,,,,,,,,,,,
2025-03-31,,,,,,,,,,629,23,652,,,,,,,,,,,,,
2025-04-01,,,,,,,,,,621,22,643,,,,,,,,,,,,,
2025-04-02,,,,,,,,,,631,23,654,,,,,,,,,,,,,
2025-04-03,,,,,,,,,,627,22,649,,,,,,,,,,,,,
2025-04-04,,,,,,,,,,619,16,635,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,616,18,634,,,,,,,,,,,,,
2025-04-06,,,,,,,,,,614,14,628,,,,,,,,,,,,,
2025-04-07,,,,,,,,,,616,14,630,,,,,,,,,,,,,
2025-04-08,,,,,,,,,,610,19,629,,,,,,,,,,,,,
2025-04-09,,,,,,,,,,622,17,639,,,,,,,,,,,,,
2025-04-10,,,,,,,,,,622,21,643,,,,,,,,,,,,,
2025-04-11,,,,,,,,,,626,18,644,,,,,,,,,,,,,
2025-04-12,,,,,,,,,,612,19,631,,,,,,,,,,,,,
2025-04-13,,,,,,,,,,604,16,620,,,,,,,,,,,,,
2025-04-14,,,,,,,,,,622,21,643,,,,,,,,,,,,,
2025-04-15,,,,,,,,,,633,22,655,,,,,,,,,,,,,
2025-04-16,,,,,,,,,,617,20,637,,,,,,,,,,,,,
2025-04-17,,,,,,,,,,616,20,636,,,,,,,,,,,,,
2025-04-18,,,,,,,,,,592,20,612,,,,,,,,,,,,,
2025-04-19,,,,,,,,,,600,17,617,,,,,,,,,,,,,
2025-04-20,,,,,,,,,,601,16,617,,,,,,,,,,,,,
2025-04-21,,,,,,,,,,612,18,630,,,,,,,,,,,,,
2025-04-22,,,,,,,,,,607,21,628,,,,,,,,,,,,,
2025-04-23,,,,,,,,,,599,21,620,,,,,,,,,,,,,
2025-04-24,,,,,,,,,,603,24,627,,,,,,,,,,,,,
2025-04-25,,,,,,,,,,557,20,577,,,,,,,,,,,,,
2025-04-26,,,,,,,,,,550,18,568,,,,,,,,,,,,,
2025-04-27,,,,,,,,,,552,19,571,,,,,,,,,,,,,
2025-04-28,,,,,,,,,,569,19,588,,,,,,,,,,,,,
2025-04-29,,,,,,,,,,559,19,578,,,,,,,,,,,,,
2025-04-30,,,,,,,,,,564,17,581,,,,,,,,,,,,,
2025-05-01,,,,,,,,,,515,18,533,,,,,,,,,,,,,
2025-05-02,,,,,,,,,,494,15,509,,,,,,,,,,,,,
2025-05-03,,,,,,,,,,417,16,433,,,,,,,,,,,,,
2025-05-04,,,,,,,,,,416,17,433,,,,,,,,,,,,,
2025-05-05,,,,,,,,,,436,19,455,,,,,,,,,,,,,
2025-05-06,,,,,,,,,,424,20,444,,,,,,,,,,,,,
2025-05-07,,,,,,,,,,408,25,433,,,,,,,,,,,,,
2025-05-08,,,,,,,,,,396,20,416,,,,,,,,,,,,,
2025-05-09,,,,,,,,,,380,23,403,,,,,,,,,,,,,
2025-05-10,,,,,,,,,,366,19,385,,,,,,,,,,,,,
2025-05-11,,,,,,,,,,330,16,346,,,,,,,,,,,,,
2025-05-12,,,,,,,,,,328,23,351,,,,,,,,,,,,,
2025-05-13,,,,,,,,,,341,25,366,,,,,,,,,,,,,
2025-05-14,,,,,,,,,,354,27,381,,,,,,,,,,,,,
2025-05-15,,,,,,,,,,354,29,383,,,,,,,,,,,,,
2025-05-16,,,,,,,,,,332,23,355,,,,,,,,,,,,,
2025-05-17,,,,,,,,,,322,18,340,,,,,,,,,,,,,
2025-05-18,,,,,,,,,,311,23,334,,,,,,,,,,,,,
2025-05-19,,,,,,,,,,316,28,344,,,,,,,,,,,,,
2025-05-20,,,,,,,,,,426,31,457,,,,,,,,,,,,,
2025-05-21,,,,,,,,,,322,33,355,,,,,,,,,,,,,
2025-05-22,,,,,,,,,,323,28,351,,,,,,,,,,,,,
2025-05-23,,,,,,,,,,362,29,391,,,,,,,,,,,,,
2025-05-24,,,,,,,,,,342,26,368,,,,,,,,,,,,,
2025-05-25,,,,,,,,,,341,22,363,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,355,28,383,,,,,,,,,,,,,
2025-05-27,,,,,,,,,,348,30,378,,,,,,,,,,,,,
2025-05-28,,,,,,,,,,342,23,365,,,,,,,,,,,,,
2025-05-29,,,,,,,,,,318,28,346,,,,,,,,,,,,,
2025-05-30,,,,,,,,,,298,28,326,,,,,,,,,,,,,
2025-05-31,,,,,,,,,,272,25,297,,,,,,,,,,,,,
2025-06-01,,,,,,,,,,277,22,299,,,,,,,,,,,,,
2025-06-02,,,,,,,,,,281,27,308,,,,,,,,,,,,,
2025-06-03,,,,,,,,,,289,29,318,,,,,,,,,,,,,
2025-06-04,,,,,,,,,,290,29,319,,,,,,,,,,,,,
2025-06-05,,,,,,,,,,285,30,315,,,,,,,,,,,,,
2025-06-06,,,,,,,,,,279,27,306,,,,,,,,,,,,,
2025-06-07,,,,,,,,,,281,23,304,,,,,,,,,,,,,
2025-06-08,,,,,,,,,,265,23,288,,,,,,,,,,,,,
2025-06-09,,,,,,,,,,280,22,302,,,,,,,,,,,,,
2025-06-10,,,,,,,,,,280,26,306,,,,,,,,,,,,,
2025-06-11,,,,,,,,,,331,35,366,,,,,,,,,,,,,
2025-06-12,,,,,,,,,,391,32,423,,,,,,,,,,,,,
2025-06-13,,,,,,,,,,459,31,490,,,,,,,,,,,,,
2025-06-14,,,,,,,,,,438,17,455,,,,,,,,,,,,,
2025-06-15,,,,,,,,,,398,26,424,,,,,,,,,,,,,
2025-06-16,,,,,,,,,,416,28,444,,,,,,,,,,,,,
2025-06-17,,,,,,,,,,418,29,447,,,,,,,,,,,,,
2025-06-18,,,,,,,,,,411,28,439,,,,,,,,,,,,,
2025-06-19,,,,,,,,,,389,26,415,,,,,,,,,,,,,
2025-06-20,,,,,,,,,,364,25,389,,,,,,,,,,,,,
2025-06-21,,,,,,,,,,328,23,351,,,,,,,,,,,,,
2025-06-22,,,,,,,,,,313,26,339,,,,,,,,,,,,,
2025-06-23,,,,,,,,,,315,27,342,,,,,,,,,,,,,
2025-06-24,,,,,,,,,,436,30,466,,,,,,,,,,,,,
2025-06-25,,,,,,,,,,426,23,449,,,,,,,,,,,,,
2025-06-26,,,,,,,,,,449,30,479,,,,,,,,,,,,,
2025-06-27,,,,,,,,,,433,27,460,,,,,,,,,,,,,
2025-06-28,,,,,,,,,,436,18,454,,,,,,,,,,,,,
2025-06-29,,,,,,,,,,434,20,454,,,,,,,,,,,,,
2025-06-30,,,,,,,,,,428,28,456,,,,,,,,,,,,,
2025-07-01,,,,,,,,,,431,28,459,,,,,,,,,,,,,
2025-07-02,,,,,,,,,,421,28,449,,,,,,,,,,,,,
2025-07-03,,,,,,,,,,420,25,445,,,,,,,,,,,,,
2025-07-04,,,,,,,,,,413,21,434,,,,,,,,,,,,,
2025-07-05,,,,,,,,,,410,26,436,,,,,,,,,,,,,
2025-07-06,,,,,,,,,,361,24,385,,,,,,,,,,,,,
2025-07-07,,,,,,,,,,372,27,399,,,,,,,,,,,,,
2025-07-08,,,,,,,,,,365,26,391,,,,,,,,,,,,,
2025-07-09,,,,,,,,,,365,23,388,,,,,,,,,,,,,
2025-07-10,,,,,,,,,,356,26,382,,,,,,,,,,,,,
2025-07-11,,,,,,,,,,355,21,376,,,,,,,,,,,,,
2025-07-12,,,,,,,,,,338,23,361,,,,,,,,,,,,,
2025-07-13,,,,,,,,,,326,23,349,,,,,,,,,,,,,
2025-07-14,,,,,,,,,,302,24,326,,,,,,,,,,,,,
2025-07-15,,,,,,,,,,283,28,311,,,,,,,,,,,,,
2025-07-16,,,,,,,,,,414,24,438,,,,,,,,,,,,,
2025-07-17,,,,,,,,,,417,25,442,,,,,,,,,,,,,
2025-07-18,,,,,,,,,,296,27,323,,,,,,,,,,,,,
2025-07-19,,,,,,,,,,251,22,273,,,,,,,,,,,,,
2025-07-20,,,,,,,,,,249,21,270,,,,,,,,,,,,,
2025-07-21,,,,,,,,,,289,25,314,,,,,,,,,,,,,
2025-07-22,,,,,,,,,,268,30,298,,,,,,,,,,,,,
2025-07-23,,,,,,,,,,279,29,308,,,,,,,,,,,,,
2025-07-24,,,,,,,,,,302,27,329,,,,,,,,,,,,,
2025-07-25,,,,,,,,,,259,28,287,,,,,,,,,,,,,
2025-07-26,,,,,,,,,,258,25,283,,,,,,,,,,,,,
2025-07-27,,,,,,,,,,239,24,263,,,,,,,,,,,,,
2025-07-28,,,,,,,,,,289,27,316,,,,,,,,,,,,,
2025-07-29,,,,,,,,,,254,26,280,,,,,,,,,,,,,
2025-07-30,,,,,,,,,,254,28,282,,,,,,,,,,,,,
2025-07-31,,,,,,,,,,259,30,289,,,,,,,,,,,,,
2025-08-01,,,,,,,,,,251,24,275,,,,,,,,,,,,,
2025-08-02,,,,,,,,,,241,26,267,,,,,,,,,,,,,
2025-08-03,,,,,,,,,,241,28,269,,,,,,,,,,,,,
2025-08-04,,,,,,,,,,432,29,461,,,,,,,,,,,,,
2025-08-05,,,,,,,,,,440,30,470,,,,,,,,,,,,,
2025-08-06,,,,,,,,,,421,28,449,,,,,,,,,,,,,
2025-08-07,,,,,,,,,,446,31,477,,,,,,,,,,,,,
2025-08-08,,,,,,,,,,439,25,464,,,,,,,,,,,,,
2025-08-09,,,,,,,,,,383,23,406,,,,,,,,,,,,,
2025-08-10,,,,,,,,,,237,20,257,,,,,,,,,,,,,
2025-08-11,,,,,,,,,,249,26,275,,,,,,,,,,,,,
2025-08-12,,,,,,,,,,401,27,428,,,,,,,,,,,,,
2025-08-13,,,,,,,,,,253,29,282,,,,,,,,,,,,,
2025-08-14,,,,,,,,,,255,26,281,,,,,,,,,,,,,
2025-08-15,,,,,,,,,,436,25,461,,,,,,,,,,,,,
2025-08-16,,,,,,,,,,422,23,445,,,,,,,,,,,,,
2025-08-17,,,,,,,,,,414,23,437,,,,,,,,,,,,,
2025-08-18,,,,,,,,,,421,28,449,,,,,,,,,,,,,
2025-08-19,,,,,,,,,,405,30,435,,,,,,,,,,,,,
2025-08-20,,,,,,,,,,423,31,454,,,,,,,,,,,,,
2025-08-21,,,,,,,,,,246,31,277,,,,,,,,,,,,,
2025-08-22,,,,,,,,,,276,34,310,,,,,,,,,,,,,
2025-08-23,,,,,,,,,,244,29,273,,,,,,,,,,,,,
2025-08-24,,,,,,,,,,237,28,265,,,,,,,,,,,,,
2025-08-25,,,,,,,,,,257,35,292,,,,,,,,,,,,,
2025-08-26,,,,,,,,,,258,33,291,,,,,,,,,,,,,
2025-08-27,,,,,,,,,,262,29,291,,,,,,,,,,,,,
2025-08-28,,,,,,,,,,404,34,438,,,,,,,,,,,,,
2025-08-29,,,,,,,,,,433,27,460,,,,,,,,,,,,,
2025-08-30,,,,,,,,,,418,24,442,,,,,,,,,,,,,
2025-08-31,,,,,,,,,,420,26,446,,,,,,,,,,,,,
2025-09-01,,,,,,,,,,438,36,474,,,,,,,,,,,,,
2025-09-02,,,,,,,,,,445,30,475,,,,,,,,,,,,,
2025-09-03,,,,,,,,,,446,30,476,,,,,,,,,,,,,
2025-09-04,,,,,,,,,,427,32,459,,,,,,,,,,,,,
2025-09-05,,,,,,,,,,429,32,461,,,,,,,,,,,,,
2025-09-06,,,,,,,,,,418,29,447,,,,,,,,,,,,,
2025-09-07,,,,,,,,,,410,21,431,,,,,,,,,,,,,
2025-09-08,,,,,,,,,,435,35,470,,,,,,,,,,,,,
2025-09-09,,,,,,,,,,431,29,460,,,,,,,,,,,,,
2025-09-10,,,,,,,,,,442,31,473,,,,,,,,,,,,,
2025-09-11,,,,,,,,,,427,33,460,,,,,,,,,,,,,
2025-09-12,,,,,,,,,,306,27,333,,,,,,,,,,,,,
2025-09-13,,,,,,,,,,224,17,241,,,,,,,,,,,,,
2025-09-14,,,,,,,,,,401,14,415,,,,,,,,,,,,,
2025-09-15,,,,,,,,,,426,13,439,,,,,,,,,,,,,
2025-09-16,,,,,,,,,,428,16,444,,,,,,,,,,,,,
2025-09-17,,,,,,,,,,437,16,453,,,,,,,,,,,,,
2025-09-18,,,,,,,,,,441,14,455,,,,,,,,,,,,,
2025-09-19,,,,,,,,,,423,12,435,,,,,,,,,,,,,
2025-09-20,,,,,,,,,,435,9,444,,,,,,,,,,,,,
2025-09-21,,,,,,,,,,423,11,434,,,,,,,,,,,,,
2025-09-22,,,,,,,,,,442,14,456,,,,,,,,,,,,,
2025-09-23,,,,,,,,,,441,13,454,,,,,,,,,,,,,
2025-09-24,,,,,,,,,,444,12,456,,,,,,,,,,,,,
2025-09-25,,,,,,,,,,428,9,437,,,,,,,,,,,,,
2025-09-26,,,,,,,,,,250,9,259,,,,,,,,,,,,,
